latitude,longitude,depth,buoy,buoy46026d,buoy4602_1,buoy4602_2,buoy4602_3,buoy4602_4,buoy4602_5,buoy4602_6,buoy4602_7,buoy4602_8,buoy4602_9,buoy460210,buoy460211,buoy460212,buoy460213,buoy460214,buoy460215
-122.838999999999999,37.755000000000003,"53","46026","2018","1","24","20","0",2.200000000000000,1.800000000000000,17.399999999999999,1.200000000000000,4.300000000000000,WNW,S,SWELL,6.500000000000000,"284","46026"
